merchant_id,product_id,user_id,transaction_id,amount,timestamp,location,payment_method,category,age,annual_income,city,customer_segment,preferred_categories,registration_date,product_name,product_category,price,rating,stock,catalog_merchant_id,merchant_name,merchant_category,region,commission_rate,hour,day_of_week,month,is_weekend,day_period,is_working_hours,transaction_ts,transaction_date,epoch_seconds,age_group,catalog_merchant_mismatch,transaction_rank,user_transaction_count,rolling_amount_7d,active_days_7d,is_active,seconds_since_previous,days_since_previous,historical_average_amount,excess_percent,suspicion_flags,is_suspicious
M00332,P01823,U00181,TX0070127,10.88,20240731172516,Paris,CARD,Food,67,22124.4,Paris,Budget,"[""Sports""]",20241219,Elite Olive Oil 1823,Food,11.05,3.4,38,M00332,FreshMarket 332,Food,,0.0429,17,mercredi,juillet,0,Afternoon,1,2024-07-31T17:25:16.000Z,2024-07-31,1722446716,Senior,0,10,11,10.88,1,0,11400348.0,131.94847222222222,385.474444,-97.177504198,0,0
M00203,P04388,U00181,TX0119064,182.84,20250824101540,Paris,CARD,Sports,67,22124.4,Paris,Budget,"[""Sports""]",20241219,Standard Bicycle Helmet 4388,Sports,172.25,3.2,865,M00203,SportHub 203,Sports,Hauts-de-France,0.044,10,dimanche,août,1,Morning,1,2025-08-24T10:15:40.000Z,2025-08-24,1756030540,Senior,0,11,11,182.84,1,0,33583824.0,388.70166666666665,348.015,-47.462034682,0,0
M00308,P02315,U00188,TX0112562,110.26,20240502124623,Montpellier,CARD,Toys,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Classic Puzzle 2315,Toys,120.58,4.0,453,M00308,PlayShop 308,Toys,Auvergne-Rhône-Alpes,0.059,12,jeudi,mai,0,Afternoon,1,2024-05-02T12:46:23.000Z,2024-05-02,1714653983,Senior,0,1,9,110.26,1,0,,,,,0,0
M00298,P01776,U00188,TX0021436,1537.3,20240703184007,Montpellier,CARD,Electronics,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Premium Camera 1776,Electronics,1621.46,3.8,1102,M00298,GadgetShop 298,Electronics,Nouvelle-Aquitaine,0.078,18,mercredi,juillet,0,Evening,0,2024-07-03T18:40:07.000Z,2024-07-03,1720032007,Senior,0,2,9,1537.3,1,0,5378024.0,62.24564814814815,110.26,1294.249954653,1,0
M00372,P04458,U00188,TX0083186,62.69,20240703194610,Montpellier,CARD,Clothing,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Elite Jeans 4458,Clothing,67.56,1.7,411,M00372,ClothingHub 372,Clothing,Ile-de-France,0.0729,19,mercredi,juillet,0,Evening,0,2024-07-03T19:46:10.000Z,2024-07-03,1720035970,Senior,0,3,9,1599.99,1,0,3963.0,0.0458680555555555,823.78,-92.389958484,0,0
M00173,P04997,U00188,TX0076553,48.46,20240714015214,Montpellier,CARD,Toys,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Essential Doll 4997,Toys,46.05,3.0,394,M00173,PlayShop 173,Toys,Auvergne-Rhône-Alpes,0.0114,1,dimanche,juillet,1,Night,0,2024-07-14T01:52:14.000Z,2024-07-14,1720921934,Senior,0,4,9,48.46,1,0,885964.0,10.254212962962963,570.083333,-91.499488374,1,0
M00021,P04818,U00188,TX0014610,229.13,20240725120634,Montpellier,CARD,Toys,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Pro Building Blocks 4818,Toys,125.96,3.3,739,M00021,KidsWorld 21,Toys,Auvergne-Rhône-Alpes,0.0925,12,jeudi,juillet,0,Afternoon,1,2024-07-25T12:06:34.000Z,2024-07-25,1721909194,Senior,0,5,9,229.13,1,0,987260.0,11.42662037037037,439.6775,-47.886803396,0,0
M00314,P04516,U00188,TX0061804,110.16,20241223090807,Montpellier,CARD,Toys,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Pro Doll 4516,Toys,98.95,2.5,1167,M00314,PlayShop 314,Toys,Occitanie,0.0253,9,lundi,décembre,0,Morning,1,2024-12-23T09:08:07.000Z,2024-12-23,1734944887,Senior,0,6,9,110.16,1,0,13035693.0,150.8760763888889,397.568,-72.291532518,0,0
M00270,P01682,U00188,TX0019894,193.24,20250116193300,Montpellier,BANK_TRANSFER,Clothing,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Essential Dress 1682,Clothing,180.34,3.0,634,M00270,FashionStore 270,Clothing,Ile-de-France,0.0766,19,jeudi,janvier,0,Evening,0,2025-01-16T19:33:00.000Z,2025-01-16,1737055980,Senior,0,7,9,193.24,1,0,2111093.0,24.43394675925926,349.666667,-44.735939042,0,0
M00270,P05099,U00188,TX0017946,310.21,20250129030428,Montpellier,CARD,Clothing,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Classic Jeans 5099,Clothing,298.63,3.6,951,M00270,FashionStore 270,Clothing,Ile-de-France,0.0766,3,mercredi,janvier,0,Night,0,2025-01-29T03:04:28.000Z,2025-01-29,1738119868,Senior,0,8,9,310.21,1,0,1063888.0,12.31351851851852,327.32,-5.227300501,1,0
M00401,P00808,U00188,TX0104821,142.74,20251026201006,Montpellier,CASH,Clothing,65,26648.52,Montpellier,Budget,"[""Toys"",""Clothing""]",20231117,Classic Jeans 808,Clothing,157.67,2.6,382,M00401,FashionStore 401,Clothing,Provence-Alpes-Côte d'Azur,0.061,20,dimanche,octobre,1,Evening,0,2025-10-26T20:10:06.000Z,2025-10-26,1761509406,Senior,0,9,9,142.74,1,0,23389538.0,270.7122453703704,325.18125,-56.104480194,0,0
M00184,P02492,U00190,TX0109671,34.1,20241005080326,Bordeaux,BANK_TRANSFER,Health,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Classic Vitamins 2492,Health,30.95,2.6,784,M00184,HealthShop 184,Health,Grand Est,0.0775,8,samedi,octobre,1,Morning,0,2024-10-05T08:03:26.000Z,2024-10-05,1728115406,Age Moyen,0,1,11,34.1,1,0,,,,,0,0
M00328,P05540,U00190,TX0075327,252.27,20241007122446,Bordeaux,PAYPAL,Health,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Essential First Aid Kit 5540,Health,117.68,3.7,673,M00328,HealthHub 328,Health,,0.0874,12,lundi,octobre,0,Afternoon,1,2024-10-07T12:24:46.000Z,2024-10-07,1728303886,Age Moyen,0,2,11,286.37,2,0,188480.0,2.1814814814814816,34.1,639.794721408,1,0
M00010,P03925,U00190,TX0021418,187.97,20241025164910,Bordeaux,BANK_TRANSFER,Health,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Pro Thermometer 3925,Health,179.38,4.6,777,M00010,HealthShop 10,Health,Occitanie,0.0775,16,vendredi,octobre,0,Afternoon,1,2024-10-25T16:49:10.000Z,2024-10-25,1729874950,Age Moyen,0,3,11,187.97,1,0,1571064.0,18.183611111111112,143.185,31.277717638,0,0
M00451,P05286,U00190,TX0113995,9.48,20241201144338,Bordeaux,PAYPAL,Sports,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Classic Bicycle Helmet 5286,Sports,9.17,1.0,737,M00451,SportZone 451,Sports,Normandie,0.0286,14,dimanche,décembre,1,Afternoon,1,2024-12-01T14:43:38.000Z,2024-12-01,1733064218,Age Moyen,0,4,11,9.48,1,0,3189268.0,36.91282407407408,158.113333,-94.0043007,0,0
M00504,P02664,U00190,TX0004302,444.37,20241207171736,Bordeaux,CRYPTO,Clothing,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Premium T-Shirt 2664,Clothing,209.77,3.8,525,M00504,FashionStore 504,Clothing,Grand Est,0.027,17,samedi,décembre,1,Afternoon,1,2024-12-07T17:17:36.000Z,2024-12-07,1733591856,Age Moyen,0,5,11,453.85,2,0,527638.0,6.106921296296297,120.955,267.384564507,1,0
M00436,P00125,U00190,TX0076477,660.2,20241228155730,Bordeaux,CRYPTO,Home & Garden,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Essential Plant Pot 125,Home & Garden,666.21,3.9,409,M00436,GardenWorld 436,Home & Garden,Hauts-de-France,0.0528,15,samedi,décembre,1,Afternoon,1,2024-12-28T15:57:30.000Z,2024-12-28,1735401450,Age Moyen,0,6,11,660.2,1,0,1809594.0,20.944375,185.638,255.638393001,1,0
M00473,P05735,U00190,TX0080464,1600.1,20241231185849,Bordeaux,CARD,Home & Garden,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Classic Rug 5735,Home & Garden,728.45,4.5,983,M00473,DecorShop 473,Home & Garden,Hauts-de-France,0.0951,18,mardi,décembre,0,Evening,0,2024-12-31T18:58:49.000Z,2024-12-31,1735671529,Age Moyen,0,7,11,2260.3,2,0,270079.0,3.125914351851852,264.731667,504.42334615,1,0
M00561,P05036,U00190,TX0005491,350.73,20250121151947,Bordeaux,CRYPTO,Home & Garden,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Standard Garden Chair 5036,Home & Garden,359.03,1.8,675,M00561,DecorShop 561,Home & Garden,Hauts-de-France,0.0282,15,mardi,janvier,0,Afternoon,1,2025-01-21T15:19:47.000Z,2025-01-21,1737472787,Age Moyen,0,8,11,350.73,1,0,1801258.0,20.84789351851852,455.498571,-23.000856132,1,0
M00435,P04880,U00190,TX0068860,96.2,20250128205209,Bordeaux,CRYPTO,Food,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Classic Tea Set 4880,Food,87.74,3.2,490,M00435,FoodHub 435,Food,Auvergne-Rhône-Alpes,0.0394,20,mardi,janvier,0,Evening,0,2025-01-28T20:52:09.000Z,2025-01-28,1738097529,Age Moyen,0,9,11,96.2,1,0,624742.0,7.230810185185185,442.4025,-78.255095756,1,0
M00256,P03662,U00190,TX0071417,218.07,20250410142538,Bordeaux,CARD,Health,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Essential Vitamins 3662,Health,217.49,4.6,1100,M00256,VitalShop 256,Health,Auvergne-Rhône-Alpes,0.0211,14,jeudi,avril,0,Afternoon,1,2025-04-10T14:25:38.000Z,2025-04-10,1744295138,Age Moyen,0,10,11,218.07,1,0,6197609.0,71.73158564814815,403.935556,-46.013665606,0,0
M00178,P02549,U00190,TX0050550,66.97,20250413175712,Lille,CRYPTO,Health,45,19203.35,Bordeaux,Standard,"[""Home & Garden"",""Health""]",20240407,Pro Massage Gun 2549,Health,60.39,2.4,140,M00178,WellnessStore 178,Health,Ile-de-France,0.0595,17,dimanche,avril,1,Afternoon,1,2025-04-13T17:57:12.000Z,2025-04-13,1744567032,Age Moyen,0,11,11,285.04,2,0,271894.0,3.146921296296296,385.349,-82.620948802,1,0
M00314,P03628,U00191,TX0075099,17.62,20240206043745,Paris,BANK_TRANSFER,Toys,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Premium Puzzle 3628,Toys,16.17,2.4,949,M00314,PlayShop 314,Toys,Occitanie,0.0253,4,mardi,février,0,Night,0,2024-02-06T04:37:45.000Z,2024-02-06,1707194265,Adulte,0,1,15,17.62,1,0,,,,,1,0
M00081,P03719,U00191,TX0056823,131.68,20240209084901,Paris,CRYPTO,Toys,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Essential Doll 3719,Toys,39.77,3.3,425,M00081,ToyHub 81,Toys,Auvergne-Rhône-Alpes,0.0137,8,vendredi,février,0,Morning,0,2024-02-09T08:49:01.000Z,2024-02-09,1707468541,Adulte,0,2,15,149.3,2,0,274276.0,3.174490740740741,17.62,647.332576617,2,1
M00222,P00094,U00191,TX0137894,58.22,20240212175748,Paris,BANK_TRANSFER,Beauty,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Elite Perfume 94,Beauty,53.92,2.9,1102,M00222,BeautyCorner 222,Beauty,Nouvelle-Aquitaine,0.0867,17,lundi,février,0,Afternoon,1,2024-02-12T17:57:48.000Z,2024-02-12,1707760668,Adulte,0,3,15,207.52,3,0,292127.0,3.381099537037037,74.65,-22.009377093,0,0
M00251,P05903,U00191,TX0087370,804.09,20240217164647,Paris,BANK_TRANSFER,Automotive,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Standard Car Parts 5903,Automotive,792.25,5.0,628,M00251,CarParts 251,Automotive,Auvergne-Rhône-Alpes,0.0682,16,samedi,février,1,Afternoon,1,2024-02-17T16:46:47.000Z,2024-02-17,1708188407,Adulte,0,4,15,862.31,2,0,427739.0,4.95068287037037,69.173333,1062.427723412,1,0
M00223,P05492,U00191,TX0068874,1059.34,20240605182429,Paris,CASH,Automotive,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Elite Roof Rack 5492,Automotive,1065.24,4.7,500,M00223,AutoShop 223,Automotive,Ile-de-France,0.0833,18,mercredi,juin,0,Evening,0,2024-06-05T18:24:29.000Z,2024-06-05,1717611869,Adulte,0,5,15,1059.34,1,0,9423462.0,109.06784722222224,252.9025,318.872885796,1,0
M00510,P05544,U00191,TX0027101,405.28,20240608105934,Paris,BANK_TRANSFER,Automotive,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Essential Car Parts 5544,Automotive,437.94,4.0,1041,M00510,MotorHub 510,Automotive,Bretagne,0.0681,10,samedi,juin,1,Morning,1,2024-06-08T10:59:34.000Z,2024-06-08,1717844374,Adulte,0,6,15,1464.62,2,0,232505.0,2.6910300925925927,414.19,-2.151186653,0,0
M00208,P03263,U00191,TX0066322,142.57,20240613201730,Paris,CARD,Toys,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Premium Building Blocks 3263,Toys,132.87,5.0,302,M00208,ToyLand 208,Toys,Auvergne-Rhône-Alpes,0.0103,20,jeudi,juin,0,Evening,0,2024-06-13T20:17:30.000Z,2024-06-13,1718309850,Adulte,0,7,15,547.85,2,0,465476.0,5.387453703703704,412.705,-65.454743703,0,0
M00132,P05060,U00191,TX0116230,164.05,20240625110554,Paris,PAYPAL,Beauty,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Classic Face Cream 5060,Beauty,157.07,5.0,998,M00132,BeautyWorld 132,Beauty,,0.0466,11,mardi,juin,0,Morning,1,2024-06-25T11:05:54.000Z,2024-06-25,1719313554,Adulte,0,8,15,164.05,1,0,1003704.0,11.616944444444444,374.114286,-56.149763284,0,0
M00288,P00127,U00191,TX0102041,97.66,20240704072625,Paris,CARD,Beauty,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Essential Lipstick 127,Beauty,90.14,2.1,964,M00288,BeautyWorld 288,Beauty,Ile-de-France,0.0149,7,jeudi,juillet,0,Morning,0,2024-07-04T07:26:25.000Z,2024-07-04,1720077985,Adulte,0,9,15,97.66,1,0,764431.0,8.847581018518518,347.85625,-71.925184613,0,0
M00104,P01308,U00191,TX0051833,149.0,20240707033201,Paris,BANK_TRANSFER,Toys,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Classic Puzzle 1308,Toys,133.91,3.7,1006,M00104,ToyLand 104,Toys,Auvergne-Rhône-Alpes,0.0732,3,dimanche,juillet,1,Night,0,2024-07-07T03:32:01.000Z,2024-07-07,1720323121,Adulte,0,10,15,246.66,2,0,245136.0,2.837222222222222,320.056667,-53.445744031,1,0
M00267,P05068,U00191,TX0097152,52.26,20240708223806,Paris,CASH,Sports,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Elite Dumbbells 5068,Sports,50.74,3.0,381,M00267,SportZone 267,Sports,Ile-de-France,0.0694,22,lundi,juillet,0,Night,0,2024-07-08T22:38:06.000Z,2024-07-08,1720478286,Adulte,0,11,15,298.92,3,0,155165.0,1.7958912037037038,302.951,-82.749685593,1,0
M00142,P05301,U00191,TX0028727,172.47,20240901182110,Paris,BANK_TRANSFER,Toys,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Elite Puzzle 5301,Toys,159.0,5.0,1199,M00142,KidsWorld 142,Toys,Bretagne,0.0683,18,dimanche,septembre,1,Evening,0,2024-09-01T18:21:10.000Z,2024-09-01,1725214870,Adulte,0,12,15,172.47,1,0,4736584.0,54.82157407407407,280.160909,-38.438949026,0,0
M00528,P00050,U00191,TX0061387,134.81,20240915040415,Paris,CARD,Toys,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Classic Puzzle 50,Toys,121.52,3.6,818,M00528,ToyHub 528,Toys,Nouvelle-Aquitaine,0.0723,4,dimanche,septembre,1,Night,0,2024-09-15T04:04:15.000Z,2024-09-15,1726373055,Adulte,0,13,15,134.81,1,0,1158185.0,13.40491898148148,271.186667,-50.288853987,1,0
M00563,P02941,U00191,TX0049943,66.72,20240929163800,Paris,BANK_TRANSFER,Toys,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Essential Action Figure 2941,Toys,61.75,3.8,272,M00563,ToyLand 563,Toys,,0.0811,16,dimanche,septembre,1,Afternoon,1,2024-09-29T16:38:00.000Z,2024-09-29,1727627880,Adulte,0,14,15,66.72,1,0,1254825.0,14.5234375,260.696154,-74.406987224,0,0
M00104,P03742,U00191,TX0085989,96.55,20250706163845,Paris,BANK_TRANSFER,Toys,33,39295.81,Paris,Standard,"[""Beauty"",""Toys""]",20250505,Elite Toy Car 3742,Toys,105.89,4.7,134,M00104,ToyLand 104,Toys,Auvergne-Rhône-Alpes,0.0732,16,dimanche,juillet,1,Afternoon,1,2025-07-06T16:38:45.000Z,2025-07-06,1751819925,Adulte,0,15,15,96.55,1,0,24192045.0,280.0005208333333,246.840714,-60.885707048,0,0
M00135,P03410,U00193,TX0111838,302.86,20250101061604,Marseille,BANK_TRANSFER,Beauty,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Standard Lipstick 3410,Beauty,158.61,3.5,213,M00135,CosmeticHub 135,Beauty,Nouvelle-Aquitaine,0.049,6,mercredi,janvier,0,Morning,0,2025-01-01T06:16:04.000Z,2025-01-01,1735712164,Age Moyen,0,1,11,302.86,1,0,,,,,0,0
M00044,P02609,U00193,TX0001033,73.86,20250105095906,Marseille,CARD,Health,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Standard First Aid Kit 2609,Health,72.14,2.7,382,M00044,HealthShop 44,Health,Pays de la Loire,0.0817,9,dimanche,janvier,1,Morning,1,2025-01-05T09:59:06.000Z,2025-01-05,1736071146,Age Moyen,0,2,11,376.72,2,0,358982.0,4.154884259259259,302.86,-75.612494222,0,0
M00482,P05079,U00193,TX0079260,1140.35,20250116163819,Marseille,CARD,Sports,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Classic Running Shoes 5079,Sports,528.18,2.9,68,M00482,SportZone 482,Sports,Nouvelle-Aquitaine,0.0241,16,jeudi,janvier,0,Afternoon,1,2025-01-16T16:38:19.000Z,2025-01-16,1737045499,Age Moyen,0,3,11,1140.35,1,0,974353.0,11.277233796296295,188.36,505.409853472,1,0
M00216,P05543,U00193,TX0091170,785.44,20250117184751,Marseille,CARD,Automotive,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Standard Oil Filter 5543,Automotive,731.65,3.4,1012,M00216,AutoShop 216,Automotive,Ile-de-France,0.0956,18,vendredi,janvier,0,Evening,0,2025-01-17T18:47:51.000Z,2025-01-17,1737139671,Age Moyen,0,4,11,1925.79,2,0,94172.0,1.0899537037037037,505.69,55.320453242,0,0
M00084,P04820,U00193,TX0032218,1066.96,20250129095242,Toulouse,PAYPAL,Electronics,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Pro Headphones 4820,Electronics,1008.93,2.2,846,M00084,ElectroWorld 84,Electronics,Nouvelle-Aquitaine,0.0795,9,mercredi,janvier,0,Morning,1,2025-01-29T09:52:42.000Z,2025-01-29,1738144362,Age Moyen,0,5,11,1066.96,1,0,1004691.0,11.628368055555557,575.6275,85.355981082,0,0
M00465,P01840,U00193,TX0077225,287.44,20250511143618,Marseille,BANK_TRANSFER,Clothing,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Essential Sneakers 1840,Clothing,308.76,5.0,1026,M00465,StyleShop 465,Clothing,Hauts-de-France,0.0943,14,dimanche,mai,1,Afternoon,1,2025-05-11T14:36:18.000Z,2025-05-11,1746974178,Age Moyen,0,6,11,287.44,1,0,8829816.0,102.19694444444444,673.894,-57.346407595,0,0
M00553,P01640,U00193,TX0088349,19.98,20250519133655,Marseille,CARD,Clothing,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Essential Dress 1640,Clothing,20.72,3.6,1157,M00553,TrendyWear 553,Clothing,Ile-de-France,0.0598,13,lundi,mai,0,Afternoon,1,2025-05-19T13:36:55.000Z,2025-05-19,1747661815,Age Moyen,0,7,11,19.98,1,0,687637.0,7.958761574074074,609.485,-96.721822522,0,0
M00187,P02012,U00193,TX0064113,102.68,20250801130623,Marseille,CARD,Health,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Pro Scale 2012,Health,98.31,3.5,300,M00187,HealthHub 187,Health,Nouvelle-Aquitaine,0.0663,13,vendredi,août,0,Afternoon,1,2025-08-01T13:06:23.000Z,2025-08-01,1754053583,Age Moyen,0,8,11,102.68,1,0,6391768.0,73.9787962962963,525.27,-80.451958041,0,0
M00409,P01986,U00193,TX0123416,157.41,20250803081359,Marseille,CASH,Books,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Premium Atlas 1986,Books,49.36,3.3,485,M00409,BookCorner 409,Books,Occitanie,0.0426,8,dimanche,août,1,Morning,0,2025-08-03T08:13:59.000Z,2025-08-03,1754208839,Age Moyen,0,9,11,260.09,2,0,155256.0,1.7969444444444445,472.44625,-66.681924134,0,0
M00240,P02493,U00193,TX0091857,89.67,20250817161311,Marseille,PAYPAL,Health,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Premium Vitamins 2493,Health,82.23,2.2,488,M00240,WellnessStore 240,Health,Nouvelle-Aquitaine,0.0235,16,dimanche,août,1,Afternoon,1,2025-08-17T16:13:11.000Z,2025-08-17,1755447191,Age Moyen,0,10,11,89.67,1,0,1238352.0,14.332777777777778,437.442222,-79.501292859,0,0
M00447,P04965,U00193,TX0058950,51.07,20250831203940,Marseille,CARD,Books,50,50013.98,Marseille,Standard,"[""Health"",""Beauty""]",20240627,Classic Cookbook 4965,Books,50.28,2.7,1000,M00447,BookCorner 447,Books,Provence-Alpes-Côte d'Azur,0.0344,20,dimanche,août,1,Evening,0,2025-08-31T20:39:40.000Z,2025-08-31,1756672780,Age Moyen,0,11,11,51.07,1,0,1225589.0,14.18505787037037,402.665,-87.317000484,0,0
M00585,P00085,U00197,TX0087038,42.51,20240505155235,Nantes,BANK_TRANSFER,Clothing,46,15643.18,Nantes,Budget,"[""Clothing""]",20250813,Essential Jeans 85,Clothing,41.08,2.8,223,M00585,StyleShop 585,Clothing,Ile-de-France,0.0194,15,dimanche,mai,1,Afternoon,1,2024-05-05T15:52:35.000Z,2024-05-05,1714924355,Age Moyen,0,1,7,42.51,1,0,,,,,0,0
M00580,P00519,U00197,TX0087128,178.21,20240815194513,Nantes,BANK_TRANSFER,Clothing,46,15643.18,Nantes,Budget,"[""Clothing""]",20250813,Classic Jacket 519,Clothing,55.19,2.4,1194,M00580,StyleShop 580,Clothing,Grand Est,0.0631,19,jeudi,août,0,Evening,0,2024-08-15T19:45:13.000Z,2024-08-15,1723751113,Age Moyen,0,2,7,178.21,1,0,8826758.0,102.16155092592592,42.51,319.219007292,1,0
M00468,P00405,U00197,TX0096974,171.59,20250101214419,Nantes,BANK_TRANSFER,Clothing,46,15643.18,Nantes,Budget,"[""Clothing""]",20250813,Classic Jeans 405,Clothing,160.43,4.5,1108,M00468,StyleShop 468,Clothing,Ile-de-France,0.0993,21,mercredi,janvier,0,Evening,0,2025-01-01T21:44:19.000Z,2025-01-01,1735767859,Age Moyen,0,3,7,171.59,1,0,12016746.0,139.08270833333333,110.36,55.482058717,0,0
M00276,P00200,U00197,TX0006969,91.91,20250113125804,Nantes,BANK_TRANSFER,Clothing,46,15643.18,Nantes,Budget,"[""Clothing""]",20250813,Elite Jeans 200,Clothing,88.43,2.6,161,M00276,StyleShop 276,Clothing,Ile-de-France,0.0275,12,lundi,janvier,0,Afternoon,1,2025-01-13T12:58:04.000Z,2025-01-13,1736773084,Age Moyen,0,4,7,91.91,1,0,1005225.0,11.63454861111111,130.77,-29.716295787,0,0
M00424,P00411,U00197,TX0062560,38.51,20250117083358,Nantes,BANK_TRANSFER,Food,46,15643.18,Nantes,Budget,"[""Clothing""]",20250813,Essential Olive Oil 411,Food,38.46,2.7,911,M00424,FreshMarket 424,Food,Provence-Alpes-Côte d'Azur,0.0823,8,vendredi,janvier,0,Morning,0,2025-01-17T08:33:58.000Z,2025-01-17,1737102838,Age Moyen,0,5,7,130.42,2,0,329754.0,3.816597222222222,121.055,-68.188013713,0,0
M00286,P03876,U00197,TX0032038,59.08,20250125120358,Nantes,BANK_TRANSFER,Books,46,15643.18,Nantes,Budget,"[""Clothing""]",20250813,Classic Cookbook 3876,Books,60.71,3.9,985,M00286,BookCorner 286,Books,Pays de la Loire,0.0458,12,samedi,janvier,1,Afternoon,1,2025-01-25T12:03:58.000Z,2025-01-25,1737806638,Age Moyen,0,6,7,59.08,1,0,703800.0,8.145833333333334,104.546,-43.488990492,0,0
M00450,P00649,U00197,TX0086779,107.07,20250616083401,Nantes,BANK_TRANSFER,Clothing,46,15643.18,Nantes,Budget,"[""Clothing""]",20250813,Essential Scarf 649,Clothing,109.64,2.1,1006,M00450,TrendyWear 450,Clothing,Pays de la Loire,0.0277,8,lundi,juin,0,Morning,0,2025-06-16T08:34:01.000Z,2025-06-16,1750062841,Age Moyen,0,7,7,107.07,1,0,12256203.0,141.8542013888889,96.968333,10.417490626,0,0
M00092,P05547,U00200,TX0054432,236.54,20240608172142,Le Havre,CARD,Sports,78,67232.13,Le Havre,Premium,"[""Toys"",""Beauty"",""Automotive""]",20230802,Standard Running Shoes 5547,Sports,227.43,3.9,770,M00092,SportHub 92,Sports,Ile-de-France,0.0978,17,samedi,juin,1,Afternoon,1,2024-06-08T17:21:42.000Z,2024-06-08,1717867302,Senior,0,1,24,236.54,1,0,,,,,0,0
M00191,P05251,U00200,TX0118282,1369.86,20240612164815,Le Havre,CARD,Automotive,78,67232.13,Le Havre,Premium,"[""Toys"",""Beauty"",""Automotive""]",20230802,Standard Roof Rack 5251,Automotive,1339.61,4.8,617,M00191,MotorHub 191,Automotive,Ile-de-France,0.0593,16,mercredi,juin,0,Afternoon,1,2024-06-12T16:48:15.000Z,2024-06-12,1718210895,Senior,0,2,24,1606.4,2,0,343593.0,3.976770833333333,236.54,479.124038218,1,0
M00103,P01471,U00200,TX0050254,161.49,20240619180252,Le Havre,CARD,Health,78,67232.13,Le Havre,Premium,"[""Toys"",""Beauty"",""Automotive""]",20230802,Essential First Aid Kit 1471,Health,78.39,2.5,854,M00103,WellnessStore 103,Health,Nouvelle-Aquitaine,0.0397,18,mercredi,juin,0,Evening,0,2024-06-19T18:02:52.000Z,2024-06-19,1718820172,Senior,0,3,24,161.49,1,0,609277.0,7.0518171296296295,803.2,-79.894173307,0,0
M00145,P04662,U00200,TX0077371,49.22,20240802101114,Le Havre,CARD,Food,78,67232.13,Le Havre,Premium,"[""Toys"",""Beauty"",""Automotive""]",20230802,Elite Cheese Platter 4662,Food,45.27,3.6,1001,M00145,FoodHub 145,Food,Occitanie,0.0648,10,vendredi,août,0,Morning,1,2024-08-02T10:11:14.000Z,2024-08-02,1722593474,Senior,0,4,24,49.22,1,0,3773302.0,43.672476851851854,589.296667,-91.647670391,0,0
